bar,item,price
"Jekyll & Hydes","Jamaican Black Pepper Chicken",17.95
"Hilltop Tavern","Saison Pamplemousse",3.79
"Worldwide Wine Services","Rye Wit",7.43
"Spot On The Alley","Lasagna Classico",11.95
"Dejavu Nightclub","Tomato Sauce with Choice of Pasta",5.95
"Bahama Breeze","Iron Horse Pale Ale",12.65
"Red Barn","Acqua Panna Spring",2.95
"Islands Fine Burgers & Drinks","Greenbelt Farmhouse Ale",8.17
"Chipotle Mexican Grill","Fettuccine Alfredo",11.95
"D & J Web Solutions","Tiramisu",6.95
"Cheddar's Casual Café","California Cheesesteak",13.95
"Scores","Seiche Scottish Ale",6.33
"IHOP","Barn Yeti",1.04
"IHOP","Caramel Hazelnut Macchiato",4.95
"Wellhead Restaurant-Brew Pub","Monkey Chased the Weasel",7.91
"Big Boy","Bitter Bitch Imperial IPA",12.4
"Charlie Brown's Steakhouse","Bravo Four Point",10.53
"Kells Restaurant","Grazias",9.62
"Olive Garden","Dipping Sauces includes 4 Breadsticks",3.95
"Hilltop Tavern","Steak Diane",19.95
"Union Street Station","Mothman Black IPA",2.29
"Stingers Sports Pub & Grill","Chicken Scampi",11.95
"Lone Star Steakhouse & Saloon","Macaroni and Cheese Burger",13.95
"Black-eyed Pea","Perzik Saison",4.79
"Golden Corral","Steak Gorgonzola-Alfredo",11.95
"MJ's","Over Ale",8.25
"D & J Web Solutions","Hyzer Flip",8.81
"Jack's Place","Rye Wit",7.43
"Texas Roadhouse","Pamola Xtra Pale Ale",12.2
"The Osthelder Saloon","Underdog Atlantic Lager",5.15
"Savannah Wine Shop","Athena",1.28
"Met Lounge","Bent Paddle Black Ale",2.43
"Monopole Restaurant","Dream Crusher Double IPA",2.13
"40 Watt Club","Hinchtown Hammer Down",6.52
"Kainoa's Sports Bar & Restrnt","Seafood Alfredo",11.95
"Village Inn","Factory Burger",12.95
"Town & Country","Coq D'Or",3.1
"Iron Post","Star Runner",6.56
"Atomic Cantina","Island Wheat",9.96
"Lone Star Athletic Football Club","Herbal, and Flavored Hot Teas",2.95
"Olive Garden","White Chicken Chili",13.95
"Ad Card Promotions","Nut Sack Imperial Brown Ale",7.23
"Johnny Rockets","Hop A Potamus Double Dark Rye Pale Ale",5.99
"Red Lobster","Whitewater",7.37
"Jungle Restaurant-Fat Cat's","Alfredo Sauce with Choice of Pasta",5.95
"Jovan's Lounge Ltd","Famous Factory Meatloaf",17.5
"Arena","Barney Flats Oatmeal Stout",5.65
"Pub 13","Five Italian Cheese Fonduta",7.95
"Olive Garden","River Runners Pale Ale",1.06
"War Room","Klickitat Pale Ale",1.76
"Kainoa's Sports Bar & Restrnt","Black Tie Mousse Cake",6.95
"Moms Toy Box","Eggplant Parmigiana",11.95
"IHOP","Bravo Four Point",10.53
"Wellhead Restaurant-Brew Pub","Acqua Panna Spring",2.95
"Pub 13","Oktoberfest",12.45
"Red Robin","Mo's Gose",2.21
"Worldwide Wine Services","Orange Wheat",10.13
"Karma Lounge Ltd","Macaroni and Cheese Burger",13.95
"Rascal's","Teriyaki Chicken",16.95
"The Original Pancake House","Bikini Beer",9.16
"Sugarbush Tavern","Teriyaki Chicken",16.95
"Dave & Buster's","Smores Layer Cake",6.95
"Old Country Buffet","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Jack's Place","Buffalo Blasts",11.95
"Arena","Couch Select Lager",7.44
"Robert","Lasagna Dip",7.95
"Maria C. Estabil","Incredible Pedal IPA",4.65
"Houlihan's","Smokehouse BBQ Burger",13.95
"Sutliff Bar & Grill","Edamane",4.95
"Milo's Sports Tavern","Cuban Sandwich",13.95
"Ground Round","Stuffed Chicken Marsala",11.95
"The Old Spaghetti Factory","Bellini Peach-Raspberry Iced Tea",2.95
"Fire Bar & Grill","3 Picket Porter",3.9
"Jake's Grill","Caramel Hazelnut Macchiato",4.95
"Hickory Tavern","Golden Road Hefeweizen",6.64
"Double Olive Lounge","Grilled Steak Tacos",15.95
"Village Inn","Sweet As Pacific Ale",7.15
"Qdoba Mexican Grill","Salmon Piccata",11.95
"Linda's","Greenbelt Farmhouse Ale",8.17
"J R's Bar & Grill Inc","Golden Road Hefeweizen",6.64
"Sheffield Wine & Spirits Center","1327 Pod's ESB",2.16
"Union Street Station","Extra Breadsticks!",3.95
"Round-Up Saloon","Blackbeard",5.86
"Karma Lounge Ltd","Escape to Colorado",12.7
"Barrister S Euro Tavern;","Ravioli di Portobello",11.95
"Arlene's","Southern Fried Catfish",17.95
"Sugarbush Tavern","Naked Pig Pale Ale",8.01
"Pivots Beach Club","Perzik Saison",4.79
"Denny's","Union Jack",4.64
"Charlie Brown's Steakhouse","Winter Solstice",4.01
"Golden Corral","Crispy Crab Bites",7.95
"Arena","Create Your Own Pasta - Cucina Mia!",9.95
"Smokey Bones","Caffè Latte",4.95
"Hickory Tavern","Dundee Summer Wheat Beer",10.35
"Modoggies Bar & Grill","Independence Pass Ale",3.36
"Uno Chicago Grill","Blood Orange Honey",1.05
"Jrbc","Belfort",7.44
"Star Tavern & Pizzeria","Extra Breadsticks!",3.95
"Kainoa's Sports Bar & Restrnt","KSA",6.89
"Monopole Restaurant","Buffalo Blasts",11.95
"Qdoba Mexican Grill","Avocado Eggrolls",11.5
"Town & Country","Commotion APA",12.94
"Apple Inn","Kids Rotini with Marinara",5.95
"Rocket","Dundee Summer Wheat Beer",10.35
"MJ's","Shrimp and Chicken Gumbo",17.95
"Modoggies Bar & Grill","Thai Glazed Salmon",19.95
"Double Olive Lounge","KSA",6.89
"World Beer Direct","Spinach-Artichoke Dip",8.95
"Joe's Crab Shack","Create Your Own Pasta - Cucina Mia!",9.95
"Hooters","Angry Orchard Apple Ginger",11.7
"Chris Cocallas","Greenbelt Farmhouse Ale",8.17
"Mugshots Bar","Vertex IPA",4.23
"Bottle & Cork","Classic Shrimp Scampi Fritta",9.95
"Ruby Tuesday","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Scores","Tomato Sauce with Choice of Pasta",5.95
"Sugarbush Tavern","Grilled Chicken Parmigiana",11.95
"Union Street Station","Lucky Dog",6.15
"MJ's","MCA",2.1
"Double Down Saloon","El Hefe Speaks",2.68
"Jake's Old City Grill","Monon Wheat",8.88
"40 Watt Club","Fried Mozzarella",5.95
"Hotshots Sports Bar & Grill","Fire Eagle IPA",4.08
"Rascal's","Pepperoni Pizza",13.95
"Iron Post","Saison Pamplemousse",3.79
"Round-Up Saloon","Hurricane Amber Ale",6.17
"Outback Steakhouse","Southern Fried Chicken Sliders",10.95
"Stingers Sports Pub & Grill","Fascist Pig Ale",11.3
"Sportsman","Grilled Steak Tacos",15.95
"Border Lounge","Easy Livin' Summer Ale",8.55
"Denny's","ToGo Homemade Soups",5.95
"Dolphin Inn","Insert Hop Reference",4.01
"Hotshots Sports Bar & Grill","Pit Beef Dip",14.5
"P. F. Chang's China Bistro","Steak Gorgonzola-Alfredo",11.95
"Chiquito","Chicken Scampi",11.95
"Spot On The Alley","Warm Crab and Artichoke Dip",11.95
"Qdoba Mexican Grill","Bitter Bitch",8.16
"Xtc Cabaret","Damnesia",7.98
"C C Slaughters Restaurant","Strawberry-Passion Fruit Limonata",3.95
"Tony Roma's","Blueberry Limonata",3.95
"Club 101","Dolcini",2.95
"Wellhead Restaurant-Brew Pub","Fire Eagle IPA",4.08
"Islands Fine Burgers & Drinks","Grilled Turkey Burger",13.95
"Dejavu Nightclub","Dirty Bastard",3.25
"Sheffield Wine & Spirits Center","Cheese Ravioli",11.95
"Big Al's","Fresh Kale Salad",6.95
"Houlihan's","Black Rabbit",2.54
"Sutliff Bar & Grill","Whitewater",7.37
"Arlene's","Chicken Carbonara",11.95
"Dolphin Inn","Macaroni and Cheese",5.95
"Kroc's","Fairweather IPA",7.99
"Barrister S Euro Tavern;","Bring Back the Beach Blonde Ale",1.01
"J D Bar Corp","Fascist Pig Ale",11.3
"Hard Rock Cafe","Americana Cheeseburger",13.95
"Sportsman","Mothman Black IPA",2.29
"Hoss's Steak and Sea House","More Cowbell",10.89
"Pub 13","Commotion APA",12.94
"Off Broadway","Factory Burrito Grande",14.95
"Star Tavern & Pizzeria","Parmesan Zucchini Bites",6.95
"Shank's Tavern","Eggroll Sampler",11.95
"Gold Hawk","Chin Music Amber Lager",4.96
"BJ's Restaurant & Brewery","Vietnamese Shrimp Summer Rolls",11.95
"Opus Mainstreet","Crispy Crab Bites",7.95
"Waffle House","KSA",6.89
"Perkins Restaurant and Bakery","Strawberry-Passion Fruit Limonata",3.95
"Wolfs Tavern","Polar Pale Ale",8.01
"Red Robin","Crispy Chicken Costoletta",17.95
"Famous Dave's","Bitter Bitch",8.16
"Opus Mainstreet","Caffè Mocha",4.95
"Park Tavern Lounge & Lanes","Warm Crab and Artichoke Dip",11.95
"Uno Chicago Grill","Southwest Chicken Sandwich",13.5
"Rumors Lounge & Restaurant","3 Picket Porter",3.9
"Border Lounge","Agent a Deux",6.59
"Boston Pizza","Boy King",7.9
"Bottle & Cork","Extra Breadsticks!",3.95
"Club 101","Hurricane Amber Ale",6.17
"Round-Up Saloon","Nut Sack Imperial Brown Ale",7.23
"Casino El Camino Bar & Grill","Greenbelt Farmhouse Ale",8.17
"Star Tavern & Pizzeria","Sundae",1.95
"Chili's","Dynamite Shrimp",7.5
"Bottle & Cork","Orabelle",2.83
"Jack's Place","Crabtree Oatmeal Stout",6.3
"Bluepoint Sage Cafe","Strawberry-Passion Fruit Limonata",3.95
"Friendly's","Loaded Pasta Chips",6.95
"Black-eyed Pea","Extra Breadsticks!",3.95
"Ad Card Promotions","Vietnamese Shrimp Summer Rolls",11.95
"Smokey Bones","Native Amber",8.75
"Arlene's","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"D & J Web Solutions","Pile O'Dirt Porter",1.84
"Carrabba's Italian Grill","Awry Rye Pale Ale",12.88
"Black-eyed Pea","Fried Shrimp Platter",17.95
"Jonathan's Restaurant","Black Tie Mousse Cake",6.95
"Kroc's","Factory Burger",12.95
"Chiquito","Hot Coffee",2.95
"Chris Cocallas","Guacamole Made-to-Order",11.95
"Boston Pizza","Miso Salmon",19.95
"California Pizza Kitchen","Hinchtown Hammer Down",6.52
"Atomic Cantina","Dundee Summer Wheat Beer",10.35
"Town & Country","Steel Rail Extra Pale Ale",8.63
"BJ's Restaurant & Brewery","Interurban IPA",3.67
"Smitty's Sports Pub","Spinach-Artichoke Dip",8.95
"The Old Spaghetti Factory","Fairweather IPA",7.99
"Rumors Lounge & Restaurant","1327 Pod's ESB",12.43
"LongHorn Steakhouse","Dipping Sauces includes 4 Breadsticks",3.95
"Café Rouge","Pizza",5.95
"Tweed's Pub Restaurant","Acidulated Trip",12.88
"World Beer Direct","Grand Canyon Sunset Amber Ale",1.22
"Red Robin","Raspberry Lemonade",2.95
"Village Inn","Noche Dulce",12.76
"Daddy-O's","Spicy Calabrian Chicken",8.95
"Red Barn","Chickawawa Lemonale",10.2
"Jack's Place","Underdog Atlantic Lager",5.15
"Milo's Sports Tavern","Native Amber",8.75
"Linda's","Fried Calamari",12.95
"The Osthelder Saloon","Dirty Bastard",3.25
"Stingers Sports Pub & Grill","Agent a Deux",6.59
"Opus Mainstreet","Hyzer Flip",8.81
"Monopole Restaurant","Strawberry-Passion Fruit Limonata",3.95
"Jrbc","Southern Cross",8.16
"Steak 'n Shake","Coconoats",6.11
"Dolphin Inn","Stuffed Chicken Marsala",11.95
"Schileens Pub","Chicken Parmigiana",11.95
"Mugshots Bar","Ghost Ship White IPA",4.67
"IHOP","Sweet As Pacific Ale",7.15
"Dixie Taverne","312 Urban Pale Ale",8.89
"Qdoba Mexican Grill","Grazias",9.62
"Topper","White Chicken Chili",13.95
"The Old Spaghetti Factory","Dry Hard Apple Cider",9.69
"Planet Hollywood","Classic Shrimp Scampi Fritta",9.95
"Bennigan's","Bikini Beer",9.16
"Big Shots Sports Bar & Grill","Poop Deck Porter",6.99
"World Beer Direct","Union Jack",4.64
"Boston Pizza","2-Liter Soda",4.95
"War Room","Smores Layer Cake",6.95
"Swamp Sports Bar & Restaurant","Lava Lake Wit",12.24
"Basement","Fisherman's Brew",12.57
"Red Robin","Renee's Special",12.5
"Rocket","Cannoli Trio",5.95
"Lanigan's Irish Pub & Eatery","Pile of Face",1.01
"C C Slaughters Restaurant","The Citizen",7.22
"Tradesman Tavern Inc","Southern Fried Catfish",17.95
"Bluepoint Sage Cafe","Thai Glazed Salmon",19.95
"Buffalo Wild Wings","Coq D'Or",3.1
"Red Barn","6 oz Sirloin with Fettuccine Alfredo",11.95
"Jonathan's Restaurant","Extra Breadsticks!",3.95
"Pub 13","Underdog Atlantic Lager",5.15
"Scores","Angry Orchard Apple Ginger",11.7
"Champions Sports Bar","Little Red Cap",1.81
"Mugshots Bar","Whitewater",7.37
"Houlihan's","Chicken Scampi",11.95
"Improper Bostonian","Fried Shrimp Platter",17.95
"Charlie Brown's Steakhouse","Create A Sampler Italiano",9.95
"Bubba Gump Shrimp Company","Grilled Pork Chop",19.95
"Kainoa's Sports Bar & Restrnt","Monon Wheat",8.88
"40 Watt Club","Athena",1.28
"Denny's","Fried Calamari",12.95
"Toc Bar","ToGo Homemade Soups",5.95
"Scores","Renee's Special",12.5
"Lanigan's Irish Pub & Eatery","Edamane",4.95
"Met Lounge","Little Red Cap",1.81
"Saturn","Bellini Peach-Raspberry Iced Tea",2.95
"Chris Cocallas","Spicy Shrimp Scampi Fritta",9.95
"Boston Market","Chicken Alfredo",11.95
"Stingers Sports Pub & Grill","Trigger Blonde Ale",3.65
"Pivots Beach Club","Dundee Summer Wheat Beer",10.35
"Moms Toy Box","Cold Press",8.55
"Caledonia Lounge","Raspberry Lemonade",2.95
"Improper Bostonian","Cannoli Trio",5.95
"Planet Hollywood","Classic Burger",12.95
"Bottle & Cork","Pile of Face",1.01
"Qdoba Mexican Grill","Hinchtown Hammer Down",6.52
"Savannah Wine Shop","Salmon Piccata",11.95
"Houlihan's","Union Jack",4.64
"Met Lounge","Athena",1.28
"T.G.I. Friday's","Floyd's Folly",6.76
"Benihana","Smores Layer Cake",6.95
"Henrietta Hudson","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"Red Lobster","Aviator Raspberry Blonde",10.58
"Rascal's","Easy Jack",6.97
"Grey Lounge","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Moms Toy Box","Guacamole Made-to-Order",11.95
"Old Country Buffet","Easy Jack",6.97
"Arena","Buffalo Blasts",11.95
"Station","Grazias",9.62
"Old Capitol Brew Works","Dry Hard Apple Cider",9.69
"Bahama Breeze","Crabcakes",13.95
"Texas Roadhouse","Elliott's Phoned Home Pale Ale",10.62
"Tradesman Tavern Inc","Fruit Juices",2.95
"Cracker Barrel Old Country Store","Edamane",4.95
"Brandy's","Salamander Slam",4.7
"Union Street Station","Verdun",4.94
"Park Tavern Lounge & Lanes","Great River Golden Ale",2.17
"Jack's Place","Whitewater",7.37
"Chili's","Shrimp and Chicken Gumbo",17.95
"Worldwide Wine Services","Americana Cheeseburger",13.95
"Casino El Camino Bar & Grill","Classic Burger",12.95
"Friendly's","Pile of Face",1.01
"Tryst Lounge","Edamane",4.95
"Vault Night Club","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"Perkins Restaurant and Bakery","Lasagna Fritta",8.95
"Joe's Crab Shack","Factory Nachos",12.5
"Golden Corral","Floyd's Folly",6.76
"Famous Dave's","Union Jack",4.64
"Atkins Park Tavern","Loaded Pasta Chips",6.95
"Sugarbush Tavern","Noche Dulce",12.76
"Old Country Buffet","3 Picket Porter",3.9
"Hickory Tavern","Lasagna Fritta",8.95
"Hard Rock Cafe","3 Picket Porter",3.9
"Bubba Gump Shrimp Company","Peanut Butter Jelly Time",6.62
"Star Tavern & Pizzeria","Belfort",7.44
"Benihana","Chocolate Chunkin Pumpkin Cheesecake",6.95
"Shanahan's Lafayette","Tropical Saison",7.79
"Kainoa's Sports Bar & Restrnt","Fried Zucchini",5.95
"Gold Hawk","Dirtbag Dunkel",4.45
"Dillinger's Inc","Warm Crab and Artichoke Dip",11.95
"Wellhead Restaurant-Brew Pub","Alaskan Amber",11.7
"Smokey Bones","Great Crescent Dark Lager",5.35
"Planet Hollywood","Might As Well IPL",3.66
"Arena","Herbal, and Flavored Hot Teas",2.95
"T.G.I. Friday's","Kids Rotini with Meat Sauce",5.95
"Planet Hollywood","Yeti  Imperial Stout",5.1
"Pei Wei Asian Diner","Lasagna Fritta",8.95
"Dave & Buster's","Macaroni and Cheese",5.95
"Stanhope House","Parmesan Zucchini Bites",6.95
"Heart Attack Grill","Lemon-Herb Roasted Chicken",18.5
"Outback Steakhouse","Blueberry Limonata",3.95
"IHOP","Ravioli di Portobello",11.95
"D & J Web Solutions","Macaroni and Cheese",5.95
"Joe's Crab Shack","Chicken and Shrimp Carbonara",11.95
"Big Al's","Morning Wood",2.58
"Firefly Club","Whitewater",7.37
"YUMIS SUSHI BAR","Braised Beef and Tortelloni",11.95
"Crystal Corner Bar","Barney Flats Oatmeal Stout",1.42
"Chiquito","Pile of Face",1.01
"N V Penthouse Lounge","Fish & Chips",17.5
"Crazy Donkey Bar Grill","Vietnamese Shrimp Summer Rolls",11.95
"Dick's Last Resort","Cuban Sandwich",13.95
"Iron Post","Seasonal Sicilian Cheesecake",6.95
"For Pete's Sake","Might As Well IPL",3.66
"Crowe Bar","Terlingua Gold",9.67
"Maria C. Estabil","Eggroll Sampler",11.95
"Chiquito","Wood Chipper India Pale Ale",2.29
"The Cheesecake Factory","ToGo Homemade Soups",5.95
"Boynton Restaurant & Spirits","Paris",3.42
"IHOP","Grilled Steak Tacos",15.95
"Mugshots Bar","Arcus IPA",9.76
"Denny's","2-Liter Soda",4.95
"Downtown Lounge","Southern Fried Catfish",17.95
"YUMIS SUSHI BAR","Jamaican Black Pepper Chicken",17.95
"N V Penthouse Lounge","London Balling",10.73
"Arena","Fresh Kale Salad",6.95
"Star Tavern & Pizzeria","Chicken Pot Stickers",10.95
"N V Penthouse Lounge","Seiche Scottish Ale",6.33
"Apple Inn","Crispy Shrimp Sandwich",14.5
"Downtown Lounge","Double Brown Stout",6.33
"D & J Web Solutions","Might As Well IPL",3.66
"Carrabba's Italian Grill","Citrafest",11.56
"Robert","A Beer",11.02
"Champions Sports Bar","Jamaican Black Pepper Shrimp",19.95
"Tweed's Pub Restaurant","Best Brown",1.28
"Ad Card Promotions","Chicken Enchiladas",14.95
"Hickory Tavern","Fried Shrimp Platter",17.95
"Jake's Grill","Great River Golden Ale",2.17
"Opus Mainstreet","Warm Crab and Artichoke Dip",11.95
"New York Dolls","Edamane",4.95
"Hurricane Alley","Kobe Burger",14.95
"P. F. Chang's China Bistro","Interurban IPA",3.67
"Tony Roma's","Golden Road Hefeweizen",6.64
"Scooters","Margherita Pizza",12.95
"Jake's Old City Grill","312 Urban Pale Ale",8.89
"Kainoa's Sports Bar & Restrnt","Jamaican Black Pepper chicken and Shrimp",19.95
"Wellhead Restaurant-Brew Pub","Ravioli di Portobello",11.95
"Lone Star Athletic Football Club","Dirtbag Dunkel",4.45
"Downtown Lounge","Smores Layer Cake",6.95
"Linda's","Buffalo Wings",12.5
"Gold Hawk","Black Tie Mousse Cake",6.95
"Cheese Burger in Paradise","The 26th",3.9
"Cork Town Tavern","Dolcini",2.95
"Jekyll & Hydes","Parmesan-Garlic Cheese Bread",8.95
"Red Lobster","Titan IPA",9.49
"Pizza Shoppe","Crispy Crab Wontons",11.95
"The Original Pancake House","California Sunshine Rye IPA",9.56
"Jake's Old City Grill","Shrimp Scampi",11.95
"Club Soda","Extra Breadsticks!",3.95
"Old Capitol Brew Works","Saison Pamplemousse",3.79
"Rumors Lounge & Restaurant","Seasonal Sicilian Cheesecake",6.95
"County Line Pub","Shiva IPA",7.09
"Bottle & Cork","Buffalo Wings",12.5
"Smitty's Sports Pub","Create A Sampler Italiano",9.95
"Wellhead Restaurant-Brew Pub","Portabella, Avocado, and Zucchini Fries",6.95
"Iron Post","Dundee Summer Wheat Beer",10.35
"Carrabba's Italian Grill","Escape to Colorado",12.7
"Milo's Sports Tavern","Spicy Cashew Chicken",16.95
"Off Broadway","Cannoli Trio",5.95
"Qdoba Mexican Grill","Steel Rail Extra Pale Ale",8.63
"Champions Sports Bar","Roasted Pear and Blue Cheese Flatbread",6.95
"Club Paragon","Peach-Mango Smoothie",4.95
"Round-Up Saloon","Caffè Latte",4.95
"Qdoba Mexican Grill","KSA",6.89
"Sizzler","Coq D'Or",3.1
"Hoss's Steak and Sea House","Chickawawa Lemonale",10.2
"Worldwide Wine Services","Insert Hop Reference",4.01
"Ivar's Sports Bar & Grill","Vanilla Java Porter",9.81
"Vault Night Club","Mixed Berry Sparkling Water",3.95
"J R's Bar & Grill Inc","Crabcakes",13.95
"War Room","Hinchtown Hammer Down",6.52
"Iron Post","Great Crescent Dark Lager",5.35
"Xtc Cabaret","Caramel Hazelnut Macchiato",4.95
"Spot On The Alley","Fisherman's Brew",12.57
"Mulligan's Pub","Crabtree Oatmeal Stout",6.3
"Hickory Tavern","Bitter Bitch",8.16
"Qdoba Mexican Grill","Chicken Margherita",11.95
"Sportsman","Greek Salad",6.95
"Mulligan's Pub","The Club",13.95
"Applebee's","Macaroni and Cheese Burger",13.95
"Jrbc","Mutiny IPA",2.84
"Charles A. Meyer","Orange Wheat",10.13
"Niko's Lodge Bar & Grill","Commotion APA",12.94
"Niko's Lodge Bar & Grill","Chicken Di Pana",16.5
"Boston Pizza","Cajun Chicken 'Littles'",15.5
"Brandy's","Macaroni and Cheese Burger",13.95
"Topper","Lasagna Dip",7.95
"Hooters","Orange Wheat",10.13
"Station","Fried Mozzarella",5.95
"Buffalo Wild Wings","6 oz Sirloin with Fettuccine Alfredo",11.95
"Schileens Pub","Athena",1.28
"Golden Corral","Quesadilla with Chicken",11.95
"Ruby Tuesday","Parmesan-Herb Crusted Chicken",17.5
"Rumors Lounge & Restaurant","Roadside Sliders",9.95
"Kainoa's Sports Bar & Restrnt","Arcus IPA",9.76
"Pub 13","Coconoats",6.11
"Houlihan's","Eggroll Sampler",11.95
"Don & Herb's Inc","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Smokey Bones","Crispy Crab Bites",7.95
"Tony Roma's","Chicken Salad Sandwich",12.5
"Double Olive Lounge","Desolation IPA",9.84
"Topper","Grilled Steak Tacos",15.95
"Jack's Place","Mutiny IPA",2.84
"Robert","Suncaster Summer Wheat",4.1
"Mulligan's Pub","Lemon-Herb Roasted Chicken",18.5
"Romano's Macaroni Grill","Alaskan Amber",11.7
"Big Boy","Warm Crab and Artichoke Dip",11.95
"Outback Steakhouse","Americana Cheeseburger",13.95
"California Pizza Kitchen","Steak Diane",19.95
"T.G.I. Friday's","El Hefe Speaks",2.68
"Saturn","Grilled Steak Tacos",15.95
"Black-eyed Pea","Blood Orange Honey",1.05
"Sinners Gentlemen's Club","Quick WIT",3.19
"Big Al's","Barn Yeti",1.04
"Jungle Restaurant-Fat Cat's","Hyzer Flip",8.81
"Dolphin Inn","Bikini Beer",9.16
"Old Country Buffet","Stuffed Mushrooms",7.95
"Hickory Tavern","Pinata Protest",4.17
"World Beer Direct","Pile O'Dirt Porter",1.84
"Chipotle Mexican Grill","Shrimp Scampi",11.95
"BJ's Restaurant & Brewery","Chicken Parmesan Sandwich",13.95
"Opus Mainstreet","1327 Pod's ESB",12.43
"Scooters","1327 Pod's ESB",2.16
"BJ's Restaurant & Brewery","Peach-Mango Smoothie",4.95
"Smitty's Sports Pub","Barn Yeti",1.04
"Dick's Last Resort","Alfredo Sauce with Choice of Pasta",5.95
"Pub 13","Smokehouse BBQ Burger",13.95
"Rainforest Cafe","Chicken Piccata",17.95
"Wellhead Restaurant-Brew Pub","Star Runner",6.56
"Texas Roadhouse","Tiramisu",6.95
"Vault Night Club","Aslan Amber",1.62
"Cheese Burger in Paradise","ToGo Homemade Soups",5.95
"Phebe's","Firecracker Salmon",12.95
"Joe's Crab Shack","Chicken Di Pana",16.5
"Steak 'n Shake","Cold Press",8.55
"Boston Market","Oktoberfest",12.45
"Lanigan's Irish Pub & Eatery","Incredible Pedal IPA",4.65
"The Old Spaghetti Factory","Grilled Pork Chop",19.95
"Stingers Sports Pub & Grill","Alfredo Sauce with Choice of Pasta",5.95
"Gold Hawk","Unlimited Our Famous House Salad",6.95
"Shank's Tavern","Passion Fruit Prussia",5.7
"J R's Last Laugh Comedy Club","Caffè Latte",4.95
"Texas Roadhouse","Wood Chipper India Pale Ale",2.29
"Fire Bar & Grill","Parmesan-Herb Crusted Chicken",17.5
"Bertucci's","Shrimp Alfredo",11.95
"Tradesman Tavern Inc","Lemon-Herb Roasted Chicken",18.5
"Improper Bostonian","Commotion APA",12.94
"Chili's","Black Rabbit",2.54
"Big Shots Sports Bar & Grill","Whitewater",7.37
"Casino El Camino Bar & Grill","Cajun Chicken 'Littles'",15.5
"Sportsman","Create Your Own Pasta - Cucina Mia!",9.95
"Charlie Brown's Steakhouse","Barn Yeti",1.04
"Tryst Lounge","Grilled Chicken and Avocado Club",13.95
"Casino El Camino Bar & Grill","Dolcini (mini dessert)",2.95
"Maria C. Estabil","Eggplant Parmigiana",11.95
"Wolfs Tavern","Morning Wood",2.58
"Sugarbush Tavern","Tex Mex Eggrolls",10.95
"Carrabba's Italian Grill","Veggie Burger",12.95
"Firefly Club","Horny Toad Cerveza",9.76
"Xtc Cabaret","Morning Wood",2.58
"Monopole Restaurant","Chicken Scampi",11.95
"Quaker Steak & Lube","Couch Select Lager",7.44
"Union Street Station","Kids Rotini with Marinara",5.95
"Dejavu Nightclub","Athena",1.28
"Toc Bar","Crabcakes",13.95
"Caledonia Lounge","Palate Mallet",6.92
"Maria C. Estabil","Chicken Madeira",18.5
"Brandy's","What the Butler Saw",2.75
"Hooters","Macaroni and Cheese Burger",13.95
"Big Boy","Lavazza Espresso",3.95
"Rumors Lounge & Restaurant","ToGo Our Famous House Salad",6.95
"Crazy Donkey Bar Grill","Wonderstuff",6.55
"Round-Up Saloon","Fried Macaroni and Cheese",11.5
"Iron Post","Orange Chicken",16.95
"Robert","Cheese Ravioli",11.95
"Don & Herb's Inc","Caffè Latte",4.95
"Club 101","Herb-Grilled Salmon",11.95
"Planet Hollywood","White Rascal",8.42
"Charlie Brown's Steakhouse","Spicy Crispy Chicken Sandwich",13.5
"Worldwide Wine Services","Dry Hard Apple Cider",9.69
"Benihana","Hardywood Cream Ale",3.32
"Saturn","Bitter Bitch Imperial IPA",12.4
"Crowe Bar","White Rascal",8.42
"Black Angus Steakhouse","Coq D'Or",3.1
"Champions Sports Bar","Dundee Summer Wheat Beer",10.35
"Kroc's","Hot Spinach and Cheese Dip",11.95
"Friendly's","Raspberry Lemonade",2.95
"Niko's Lodge Bar & Grill","Morning Wood",2.58
"Kesler Sports Bar & Grill","Wood Chipper India Pale Ale",2.29
"Firefly Club","Aviator Raspberry Blonde",10.58
"BJ's Restaurant & Brewery","Pit Beef Dip",14.5
"Romano's Macaroni Grill","Titan IPA",9.49
"Hoss's Steak and Sea House","Daisy Cutter Pale Ale",11.03
"Caledonia Lounge","California Sunshine Rye IPA",9.56
"Heart Attack Grill","Dolcini (mini dessert)",2.95
"Barrister S Euro Tavern;","Dream Crusher Double IPA",2.13
"Quaker Steak & Lube","Amber Road",12.56
"Sportsman","Steak Gorgonzola-Alfredo",11.95
"Hoss's Steak and Sea House","San Pellegrino Sparkling",2.95
"Charles A. Meyer","Shrimp Carbonara",11.95
"Schileens Pub","Tex Mex Eggrolls",10.95
"Ground Round","Dirtbag Dunkel",4.45
"Wellhead Restaurant-Brew Pub","Pizza",5.95
"Olive Garden","Jamaican Black Pepper chicken and Shrimp",19.95
"Star Tavern & Pizzeria","Tomato Sauce with Choice of Pasta",5.95
