bar,item,price
"Improper Bostonian","Live Local Golden Ale",1.72
"Jonathan's Restaurant","Five Cheese Marinara with Choice of Pasta",5.95
"Moms Toy Box","Alfredo Sauce with Choice of Pasta",5.95
"Stanhope House","Beasts A'Burnin'",7.88
"Golden Corral","Braised Beef Bolognese",11.95
"Wibs","Tex Mex Eggrolls",10.95
"Twin Peeks","Fish & Chips",17.5
"Scores","Spinach-Artichoke Dip",8.95
"Topper","Copperhead Amber",5.15
"Perkins Restaurant and Bakery","Roller Dam Red Ale",2.23
"Cheese Burger in Paradise","White Chicken Chili",13.95
"Worldwide Wine Services","Moe Lasses'",10.08
"Paradise City","Farmer Ted's Farmhouse Cream Ale",10.22
"Fire Bar & Grill","The Gadget",9.24
"For Pete's Sake","Chicken Piccata",17.95
"Eight Seconds","Chargrilled Coulotte Steak",19.95
"Shank's Tavern","Batch 69 IPA",10.44
"Off Broadway","Pit Beef Dip",14.5
"Kells Restaurant","Meat Sauce with Choice of Pasta",5.95
"Baja Fresh","Family-Style Lasagna Bundle",6.95
"Sheffield Wine & Spirits Center","The Citizen",6.4
"Dixie Taverne","Naked Pig Pale Ale",5.07
"Cheese Burger in Paradise","Firecracker Salmon",12.95
"Hotshots Sports Bar & Grill","Cuban Sandwich",13.95
"Downtown Lounge","Akari Shogun American Wheat Ale",2.92
"Pivots Beach Club","The Citizen",6.4
"World Beer Direct","El Hefe Speaks",7.17
"County Line Pub","Chicken Marsala and Mushrooms",18.5
"Ground Round","Firecracker Salmon",12.95
"Lanigan's Irish Pub & Eatery","Chicken Parmigiana",11.95
"Lanigan's Irish Pub & Eatery","Toasted Lager",3.28
"Kainoa's Sports Bar & Restrnt","Wrath of Pele",8.87
"Gold Hawk","Cuban Sandwich",13.95
"Lone Star Athletic Football Club","Churchkey Pilsner Style Beer",12.19
"Bluepoint Sage Cafe","Fresh Kale Salad",6.95
"For Pete's Sake","Pumpkin Beast",3.67
"World Beer Direct","Contemplation",5.56
"Big Shots Sports Bar & Grill","Fried Shrimp Platter",17.95
"Smokey Bones","Bacon-Bacon Cheeseburger",13.95
"Charles A. Meyer","Tex Mex Eggrolls",10.95
"Tradesman Tavern Inc","Beasts A'Burnin'",7.88
"New West","Citra Ass Down",4.48
"Jekyll & Hydes","Beaver Logger",1.84
"New West","Tree Bucket",11.58
"Cheddar's Casual Café","Macaroni and Cheese",5.95
"Swamp Sports Bar & Restaurant","Alfredo Sauce with Choice of Pasta",5.95
"Lanigan's Irish Pub & Eatery","Pumpkin Beast",3.67
"Bubba Gump Shrimp Company","Cuban Sandwich",13.95
"Casino El Camino Bar & Grill","Yo Soy Un Berliner",6.52
"Topper","Lasagna Fritta",8.95
"Smitty's Sports Pub","Southern Drawl Pale Lager",10.02
"MJ's","Old Fashioned Burger",11.95
"Kroc's","Kids Rotini with Meat Sauce",5.95
"Club 101","Barrio Blanco",3.54
"Downtown Lounge","London Balling",8.67
"Johnny Mac's Scoreboard","Little Sister India Style Session Ale",7.39
"J R's Bar & Grill Inc","312 Urban Wheat Ale",8.55
"Star Tavern & Pizzeria","Shrimp Scampi",11.95
"World Beer Direct","Stuffed Mushrooms",7.95
"Romano's Macaroni Grill","Mountain Fairy Raspberry Wheat",11.92
"Ruby Tuesday","Santa's Secret",1.07
"Bluepoint Sage Cafe","Ginja Ninja",7.69
"Linda's","Greenbelt Farmhouse Ale",5.52
"Casino El Camino Bar & Grill","Samuel Adams Summer Ale",1.91
"Iron Post","Herbal, and Flavored Hot Teas",2.95
"YUMIS SUSHI BAR","Dipping Sauces includes 4 Breadsticks",3.95
"The Old Spaghetti Factory","Guacamole Made-to-Order",11.95
"Modoggies Bar & Grill","Orange Chicken",16.95
"Linda's","Thai Lettuce Wraps",13.95
"New York Dolls","Orange Grove Wheat Ale",8.47
"P. F. Chang's China Bistro","Dynamite Shrimp",7.5
"Cracker Barrel Old Country Store","Salmon Piccata",11.95
"Kroc's","White Zombie Ale",10.71
"Kells Restaurant","Hot Coffee",2.95
"Crazy Donkey Bar Grill","Polar Pale Ale",3.1
"Golden Corral","Fried Calamari",12.95
"Border Lounge","Suncaster Summer Wheat",6.03
"Double Olive Lounge","Whitsun",4.4
"Tony Roma's","Oak Cliff Coffee Ale",7.78
"Dejavu Nightclub","Perzik Saison",5.61
"Golden Corral","Strawberry-Banana Smoothie",4.95
"War Room","Divided Sky",6.07
"Big Boy","Suncaster Summer Wheat",6.03
"P. F. Chang's China Bistro","Guacamole Made-to-Order",11.95
"Heart Attack Grill","Maduro Brown Ale",12.8
"Phebe's","Beaver Logger",1.84
"Black-eyed Pea","Gutch English Style Mild Ale",12.78
"Fire Bar & Grill","Incredible Pedal IPA",11.02
"New West","Kilt Dropper Scotch Ale",7.45
"Bennigan's","Sex and Candy",8.28
"Heart Attack Grill","Cut Throat Pale Ale",2.74
"The Cheesecake Factory","Stuffed Mushrooms",7.95
"Robert","Oatmeal PSA",6.91
"Downtown Lounge","Frozen Cappuccino",4.95
"Denny's","Buffalo Blasts",11.95
"Boston Pizza","Fish & Chips",17.5
"Dick's Last Resort","Barrio Blanco",3.54
"Cork Town Tavern","Akari Shogun American Wheat Ale",2.92
"Modoggies Bar & Grill","Stuffed Chicken Tortillas",14.95
"Fire Bar & Grill","Lasagna Dip",7.95
"Hard Rock Cafe","Cuban Sandwich",13.95
"Boston Market","Santa's Secret",1.07
"Friendly's","Shrimp Alfredo",11.95
"Golden Corral","Crusted Chicken Romano",16.95
"Pub 13","077XX",12.26
"Sugarbush Tavern","Raincloud Robust Porter",7.26
"Dejavu Nightclub","Chicken Parmesan Sandwich",13.95
"Texas Roadhouse","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"BJ's Restaurant & Brewery","BBQ Chicken Pizza",13.95
"Wolfs Tavern","Rules are Rules",6.13
"Rumors Lounge & Restaurant","Chicken Parmesan Sandwich",13.95
"J R's Bar & Grill Inc","Mushroom Burger",13.95
"Shanahan's Lafayette","Churchkey Pilsner Style Beer",12.19
"Sugarbush Tavern","Lucky Buck",7.95
"Paradise City","Angry Orchard Crisp Apple",10.72
"Chili's","Sweet Corn Tamale Cakes",10.95
"The Original Pancake House","Renee's Special",12.5
"Brandy's","Sky Blue Golden Ale",9.17
"Hoss's Steak and Sea House","Chicken Samosas",6.95
"Wolfs Tavern","Eggplant Parmigiana",11.95
"Rumors Lounge & Restaurant","Country Boy IPA",7.59
"Double Down Saloon","Herb-Grilled Salmon",11.95
"Rascal's","Sausage and Ricotta Flatbread",6.95
"Islands Fine Burgers & Drinks","Fisherman's Brew",5.52
"Stonebridge Village Poa","Horny Toad Cerveza",10.59
"Olive Garden","Chicken with Lemon Couscous",15.95
"Gay Nineties Theatre Cafe","Veggie Melt",12.95
"Olive Garden","Warm Crab and Artichoke Dip",11.95
"Toc Bar","Family-Style Lasagna Bundle",6.95
"Waffle House","Dry Hard Apple Cider",9.74
"Café Rouge","Spinach-Artichoke Dip",8.95
"Tryst Lounge","Star Runner",10.29
"Chris Cocallas","ToGo Our Famous House Salad",6.95
"D & J Web Solutions","San Pellegrino Sparkling",2.95
"Dave & Buster's","Maduro Brown Ale",12.8
"Jrbc","Pothole Stout",12.58
"Daddy's","Watermelon Ale",10.54
"Mulligan's Pub","Oatmeal PSA",6.91
"Carrabba's Italian Grill","West Portal Colorado Common Summer Ale",3.43
"J R's Last Laugh Comedy Club","Miso Salmon",19.95
"Barrister S Euro Tavern;","Mixed Berry Sparkling Water",3.95
"Texas Roadhouse","Single Engine Red",2.94
"40 Watt Club","Polar Pale Ale",3.1
"Qdoba Mexican Grill","OktoberFiesta",8.01
"Bertucci's","Chicken Pot Stickers",10.95
"Mugshots Bar","Chicken and Shrimp Carbonara",11.95
"Shank's Tavern","Beasts A'Burnin'",7.88
"Rascal's","Summer Honey",8.37
"Downtown Lounge","Black Tie Mousse Cake",6.95
"Steak 'n Shake","Lucky Buck",7.95
"Paradise City","Jamaican Black Pepper Shrimp",19.95
"Romano's Macaroni Grill","Vanilla Java Porter",9.94
"Benihana","Farmer Wirtz India Pale Ale",4.24
"Phebe's","Fried Shrimp Platter",17.95
"Dolphin Inn","Chicken Di Pana",16.5
"Chipotle Mexican Grill","Fruit Juices",2.95
"Apple Inn","Spicy Calabrian Chicken",8.95
"War Room","Tender Loving Empire NWPA",1.29
"Don & Herb's Inc","Spicy Calabrian Chicken",8.95
"Old Country Buffet","Wolfman's Berliner",5.63
"D & J Web Solutions","Famous Factory Meatloaf",17.5
"On the Border Mexican Grill & Cantina","Stuffed Chicken Tortillas",14.95
"Pei Wei Asian Diner","Sudice American Stout",10.97
"Monopole Restaurant","Sawtooth Ale",2.96
"E Robert Brame","Jamaican Black Pepper chicken and Shrimp",19.95
"Karma Lounge Ltd","Category 3 IPA",8.38
"Pei Wei Asian Diner","Trigger Blonde Ale",12.45
"Bottling CO","Dipping Sauces includes 4 Breadsticks",3.95
"Ground Round","Stuffed Chicken Tortillas",14.95
"Ruby Tuesday","Stone's Throw IPA",1.68
"Dave & Buster's","Gutch English Style Mild Ale",12.78
"Dillinger's Inc","Chicken Salad Sandwich",12.5
"Town & Country","Mountain Fairy Raspberry Wheat",11.92
"Town & Country","Firewater India Pale Ale",1.92
"Golden Corral","Crabcakes",13.95
"Jovan's Lounge Ltd","Hopportunity Knocks IPA",11.83
"Kells Restaurant","Factory Burrito Grande",14.95
"Sportsman","Pumpkin Beast",3.67
"War Room","Dynamite Shrimp",7.5
"Jake's Grill","Fried Calamari",12.95
"Monopole Restaurant","Black Tie Mousse Cake",6.95
"Xtc Cabaret","Moe Lasses'",10.08
"New York Dolls","Jamaican Black Pepper chicken and Shrimp",19.95
"Shank's Tavern","Chicken Margherita",11.95
"Round-Up Saloon","Vertex IPA",3.87
"Bahama Breeze","Back East Ale",6.16
"Pizza Shoppe","Tomato Sauce with Choice of Pasta",5.95
"Famous Dave's","Rye Pils Session Lager",9.0
"Sutliff Bar & Grill","Parmesan-Herb Crusted Chicken",17.5
"Robert","Citra Ass Down",4.48
"Bottling CO","Rye Pils Session Lager",9.0
"Double Down Saloon","Smores Layer Cake",6.95
"Pei Wei Asian Diner","Bacon-Bacon Cheeseburger",13.95
"P. F. Chang's China Bistro","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"New York Dolls","Gyptoberfest",10.4
"Pizza Shoppe","Jamaican Black Pepper Chicken",17.95
"Jungle Restaurant-Fat Cat's","Double Brown Stout",11.11
"Lone Star Steakhouse & Saloon","Back in Black",4.67
"New York Dolls","Parmesan-Garlic Cheese Bread",8.95
"Worldwide Wine Services","Warm Apple Crostata",6.95
"Jrbc","Back in Black",4.67
"Red Barn","Dry Hard Apple Cider",9.74
"Club Paragon","Frozen Cappuccino",4.95
"Robert","Cajun Chicken 'Littles'",15.5
"Town & Country","Underachiever",9.43
"Jrbc","312 Urban Pale Ale",11.38
"Johnny Mac's Scoreboard","Hot Coffee",2.95
"Grey Lounge","Mountain Fairy Raspberry Wheat",11.92
"Cork Town Tavern","Powder Hound Winter Ale",3.41
"The Cheesecake Factory","Little Boss",1.51
"Scooters","Loaded Pasta Chips",6.95
"Dejavu Nightclub","Rod Bender Red",9.83
"Pub 13","Angry Orchard Crisp Apple",10.72
"Opus Mainstreet","Brush Creek Blonde",8.01
"The Osthelder Saloon","Blonde Czich",3.37
"Bennigan's","HopArt",10.63
"Red Robin","Gyptoberfest",10.4
"Jake's Grill","Americana Cheeseburger",13.95
"Savannah Wine Shop","Five Italian Cheese Fonduta",7.95
"Barrister S Euro Tavern;","Chocolate Chunkin Pumpkin Cheesecake",6.95
"Señor Frog's","HopArt",10.63
"New Orleans Original Daiquiris","Quesadilla",9.95
"Joe's Crab Shack","Blood Orange Honey",6.29
"Bubba Gump Shrimp Company","Misty Mountain IPA",3.56
"Rascal's","Live Local Golden Ale",1.72
"Stonebridge Village Poa","Tomato Sauce with Choice of Pasta",5.95
"Comedy Cellar","Macaroni and Cheese Burger",13.95
"The Cheesecake Factory","Salmon Piccata",11.95
"County Line Pub","Ravioli di Portobello",11.95
"New West","All American Blonde Ale",11.69
"Ivar's Sports Bar & Grill","Tart Side of the Moon",10.91
"Charles A. Meyer","Five Cheese Ziti al Forno",11.95
"Schileens Pub","Chicken Piccata",17.95
"Jungle Restaurant-Fat Cat's","Fried Macaroni and Cheese",11.5
"Savannah Wine Shop","Chicken Bellagio",15.95
"Maria C. Estabil","Chicken Giardino",11.95
"Pizza Shoppe","El Hefe Speaks",7.17
"Sizzler","Crispy Cuban Rolls",6.95
"T.G.I. Friday's","Wandering Pelican",5.73
"Applebee's","White Chicken Chili",13.95
"Off Broadway","Southern Fried Catfish",17.95
"Houlihan's","Chicken Bellagio",15.95
"J R's Last Laugh Comedy Club","Noche Dulce",2.7
"Waffle House","Herb-Grilled Salmon",11.95
"Star Tavern & Pizzeria","1492",11.68
"Old Country Buffet","The Lawn Ranger",3.41
"Hickory Tavern","Beaver Logger",1.84
"Crowe Bar","Chicken Marsala and Mushrooms",18.5
"Rocket","The Grand Army",4.09
"D & J Web Solutions","Orange Grove Wheat Ale",8.47
"Sheffield Wine & Spirits Center","Avocado Eggrolls",11.5
"Cracker Barrel Old Country Store","Seasonal Sicilian Cheesecake",6.95
"Basement","Thai Glazed Salmon",19.95
"Vault Night Club","Family-Style Lasagna Bundle",6.95
"Modoggies Bar & Grill","Underachiever",9.43
"Bertucci's","Chicken Parmesan Sandwich",13.95
"J R's Bar & Grill Inc","Freeride APA",7.21
"Friendly's","Eggroll Sampler",11.95
"Tryst Lounge","Shrimp Alfredo",11.95
"Barrister S Euro Tavern;","Macaroni and Cheese Burger",13.95
"Kells Restaurant","Sex and Candy",8.28
"Jake's Old City Grill","Chicken Piccata",17.95
"Modoggies Bar & Grill","Grilled Chicken Parmigiana",11.95
"Basement","Cappuccino",4.95
"Off Broadway","Dry Dock Amber Ale",11.48
"World Beer Direct","Noche Dulce",2.7
"Pizza Shoppe","Southern Fried Catfish",17.95
"Milo's Sports Tavern","Sex and Candy",8.28
"Park Tavern Lounge & Lanes","Raspberry Lemonade",2.95
"Savannah Wine Shop","Moose Drool Brown Ale",1.26
"Outback Steakhouse","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"Linda's","MCA",5.05
"Sheffield Wine & Spirits Center","Grilled Chicken Parmigiana",11.95
"Heart Attack Grill","Chicken Madeira",18.5
"New West","Back in Black",4.67
"Saturn","BBQ Chicken Pizza",13.95
"Black Angus Steakhouse","Brotherhood Steam",11.43
"Old Capitol Brew Works","Eggroll Sampler",11.95
"Town & Country","Oberon",8.56
"Park Tavern Lounge & Lanes","Spicy Crispy Chicken Sandwich",13.5
"Boston Market","Stone's Throw IPA",1.68
"Hotshots Sports Bar & Grill","Brush Creek Blonde",8.01
"Basement","Extra Breadsticks!",3.95
"Tweed's Pub Restaurant","Barney Flats Oatmeal Stout",3.84
"Dave & Buster's","Dry Hard Apple Cider",9.74
"Big Boy","Chicken Salad Sandwich",12.5
"Kesler Sports Bar & Grill","Acqua Panna Spring",2.95
"J D Bar Corp","Live Local Golden Ale",1.72
"Club Soda","Peach-Mango Smoothie",4.95
"Sizzler","Strawberry Blonde",2.14
"Cracker Barrel Old Country Store","Fried Zucchini",5.95
"Stanhope House","Kaleidoscope Collaboration 2012",6.52
"Casino El Camino Bar & Grill","Jamaican Black Pepper Shrimp",19.95
"Ivar's Sports Bar & Grill","Burning Bush Smoked IPA",6.14
"Denny's","South Ridge Amber Ale",7.83
"MJ's","Fire-Roasted Fresh Artichoke",11.5
"Crowe Bar","Bozone Hefe Weizen",10.18
"Town & Country","Thrasher Session India Pale Ale",9.71
"Boynton Restaurant & Spirits","1492",11.68
"Chipotle Mexican Grill","Beaver Logger",1.84
"Quaker Steak & Lube","Veggie Melt",12.95
"Daddy-O's","Black Tie Mousse Cake",6.95
"The Old Spaghetti Factory","Raspberry Lemonade",2.95
"Double Olive Lounge","Greenbelt Farmhouse Ale",5.52
"Moms Toy Box","Crispy Crab Bites",7.95
"Hilltop Tavern","077XX",12.26
"Bob Evans Restaurants","Old Fashioned Burger",11.95
"Monopole Restaurant","Spicy Shrimp Scampi Fritta",9.95
"Jonathan's Restaurant","Chicken Marsala and Mushrooms",18.5
"Bottle & Cork","Tart Side of the Moon",10.91
"Chiquito","Category 3 IPA",8.38
"Tryst Lounge","312 Urban Wheat Ale",1.36
"Boston Market","Create Your Own Pasta - Cucina Mia!",9.95
"Cheese Burger in Paradise","Five Cheese Marinara with Choice of Pasta",5.95
"Ad Card Promotions","Moose Drool Brown Ale",1.26
"Boynton Restaurant & Spirits","Fresh Brewed Iced Tea",2.95
"Heart Attack Grill","Little Boss",1.51
"Buffalo Wild Wings","Chicken Giardino",11.95
"Sutliff Bar & Grill","2-Liter Soda",4.95
"Bennigan's","Crispy Chicken Costoletta",17.95
"Red Barn","Fruit Juices",2.95
"Ivar's Sports Bar & Grill","Noche Dulce",2.7
"Kroc's","Caramel Hazelnut Macchiato",4.95
"Bahama Breeze","Behemoth",12.89
"Mulligan's Pub","Sky High Rye",9.17
"Hoss's Steak and Sea House","Lasagna Fritta",8.95
"Don & Herb's Inc","Quick Wit Belgianesque Ale",6.57
"Shanahan's Lafayette","Jade",7.81
"Cheddar's Casual Café","Five Italian Cheese Fonduta",7.95
"Sutliff Bar & Grill","Crispy Crab Wontons",11.95
"County Line Pub","Single Engine Red",2.94
"Sugarbush Tavern","Beasts A'Burnin'",7.88
"Topper","Boy King",1.1
"Jonathan's Restaurant","Loaded Pasta Chips",6.95
"Club 101","Factory Burger",12.95
"Brandy's","Shrimp Alfredo",11.95
"Rocket","White Chicken Chili",13.95
"Perkins Restaurant and Bakery","Lemon-Herb Roasted Chicken",18.5
"Islands Fine Burgers & Drinks","Quick Wit Belgianesque Ale",6.57
"Sutliff Bar & Grill","Suncaster Summer Wheat",6.03
"Applebee's","Braised Beef Bolognese",11.95
"Big Boy","Summer Honey",8.37
"Caledonia Lounge","Gyptoberfest",10.4
"Ruby Tuesday","Greek Salad",6.95
"Off Broadway","Cheese Ravioli",11.95
"Scores","Verdun",4.95
"Atomic Cantina","Fresh Kale Salad",6.95
"The Cheesecake Factory","Strawberry Blonde",2.14
"Niko's Lodge Bar & Grill","Tart Side of the Moon",10.91
"New West","Meat Sauce with Choice of Pasta",5.95
"Bahama Breeze","Southwest Chicken Sandwich",13.5
"Club Soda","HopArt",10.63
"Union Street Station","Spicy Cashew Chicken",16.95
"D & J Web Solutions","Newport Storm IPA",11.4
"The Old Spaghetti Factory","Fearless Scottish Ale",10.11
"Hurricane Alley","Lasagna Fritta",8.95
"Mugshots Bar","Back East Ale",6.16
"Bottle & Cork","Toasted Lager",3.28
"Chiquito","1492",11.68
"Double Olive Lounge","Chicken Salad Sandwich",12.5
"Old Capitol Brew Works","Sawtooth Ale",2.96
"On the Border Mexican Grill & Cantina","The Citizen",6.4
"Boston Market","Create A Sampler Italiano",9.95
"Daddy's","Divided Sky",6.07
"Heart Attack Grill","Caffè Mocha",4.95
"Kroc's","Perzik Saison",5.61
"Rainforest Cafe","Rules are Rules",6.13
"Maria C. Estabil","Little Boss",1.51
"Topper","Family-Style Lasagna Bundle",6.95
"Islands Fine Burgers & Drinks","Dry Dock Amber Ale",11.48
"Crowe Bar","Sex and Candy",8.28
"Stanhope House","Live Local Golden Ale",1.72
"Rumors Lounge & Restaurant","Hop Stalker Fresh Hop IPA",6.61
"Red Lobster","Chicken with Lemon Couscous",15.95
"C C Slaughters Restaurant","Underachiever",9.43
"Jungle Restaurant-Fat Cat's","Southwest Chicken Sandwich",13.5
"New York Dolls","Vanilla Java Porter",9.94
"Union Street Station","Little Boss",1.51
"Kroc's","East India Pale Ale",12.32
"Hotshots Sports Bar & Grill","Solitude",10.0
"Bertucci's","Teriyaki Chicken",16.95
"Club Paragon","Shrimp and Chicken Gumbo",17.95
"Bob Evans Restaurants","Barrio Blanco",3.54
"Sinners Gentlemen's Club","Boy King",1.1
"Gay Nineties Theatre Cafe","Fisherman's Brew",5.52
"Jake's Old City Grill","Trigger Blonde Ale",12.45
"Ten","Rules are Rules",6.13
"Arlene's","Sankaty Light Lager",5.72
"YUMIS SUSHI BAR","Back East Ale",6.16
"Karma Lounge Ltd","Four String Vanilla Porter",12.63
"Swamp Sports Bar & Restaurant","Seiche Scottish Ale",6.83
"Qdoba Mexican Grill","Hardcore Chimera",6.75
"County Line Pub","Coq D'Or",9.59
"Tradesman Tavern Inc","Dubbelicious",11.48
"Village Inn","The Lawn Ranger",3.41
"Johnny Rockets","Dynamite Shrimp",7.5
"Bennigan's","Chicken Parmigiana",11.95
"Union Street Station","The Citizen",6.4
"Hard Rock Cafe","Cajun Chicken 'Littles'",15.5
"Dolphin Inn","Sweet Corn Tamale Cakes",10.95
"J D Bar Corp","Chicken Di Pana",16.5
"Tryst Lounge","312 Urban Pale Ale",11.38
"Comedy Cellar","Smokehouse BBQ Burger",13.95
"Quaker Steak & Lube","Jamaican Black Pepper Chicken",17.95
"BJ's Restaurant & Brewery","Quesadilla",9.95
"Club 101","Smores Layer Cake",6.95
"Kroc's","Here Gose Nothin'",8.96
"For Pete's Sake","Big Star White IPA",8.94
"Buffalo Wild Wings","Passion Fruit Prussia",12.33
"Linda's","Greek Salad",6.95
"Dejavu Nightclub","Kids Grilled Chicken with Gluten-free Rotini",6.95
"Champions Sports Bar","Fearless Scottish Ale",10.11
"Ruby Tuesday","Five Italian Cheese Fonduta",7.95
"Schileens Pub","Seasonal Sicilian Cheesecake",6.95
"The Cheesecake Factory","Devils Tramping Ground Tripel",2.96
"Milo's Sports Tavern","Caldera IPA",7.55
"Rocket","Avocado Eggrolls",11.5
"Hard Rock Cafe","Heavy Lifting",12.2
"The Old Spaghetti Factory","Meat Sauce with Choice of Pasta",5.95
"Black-eyed Pea","Oatmeal PSA",6.91
"Ten","Firewater India Pale Ale",1.92
"Chipotle Mexican Grill","Mushroom Burger",13.95
"Perkins Restaurant and Bakery","Ravioli di Portobello",11.95
"Charles A. Meyer","Italian Ice Milkshake",4.95
"Cork Town Tavern","Back East Ale",6.16
"Linda's","Spicy Crispy Chicken Sandwich",13.5
"Pivots Beach Club","Fresh Brewed Iced Tea",2.95
"Planet Hollywood","Vivant Tripel",5.66
"Daddy's","Freeride APA",7.21
"Xtc Cabaret","Macaroni and Cheese",5.95
"Park Tavern Lounge & Lanes","Category 3 IPA",8.38
"Cheese Burger in Paradise","Pepperoni Pizza",13.95
"Dick's Last Resort","Chicken Madeira",18.5
"Pub 13","Smores Layer Cake",6.95
"Jovan's Lounge Ltd","Chicken Fingers, and Pasta",5.95
"Texas Roadhouse","Kids Rotini with Marinara",5.95
"Chili's","Barney Flats Oatmeal Stout",3.84
"Wolfs Tavern","Orange Chicken",16.95
"Cork Town Tavern","Spicy Calabrian Chicken",8.95
"Double Down Saloon","London Balling",8.67
"Houlihan's","Big Elm IPA",8.9
"The Osthelder Saloon","Miso Salmon",19.95
"New York Dolls","Fish Tacos",14.95
"Crazy Donkey Bar Grill","Solitude",10.0
"Crowe Bar","Passion Fruit Prussia",12.33
"Bottle & Cork","Meat Sauce with Choice of Pasta",5.95
"Sinners Gentlemen's Club","Freeride APA",7.21
"Henrietta Hudson","Factory Nachos",12.5
"Dillinger's Inc","Fresh Brewed Iced Tea",2.95
"Tweed's Pub Restaurant","Pumpkin Beast",3.67
"Boston Pizza","Fisherman's Brew",5.52
"Buffalo Wild Wings","Bozone Hefe Weizen",10.18
"Cracker Barrel Old Country Store","Steak Diane",19.95
"Sinners Gentlemen's Club","Eggroll Sampler",11.95
"Paradise City","Dundee Summer Wheat Beer",7.02
"Old Capitol Brew Works","Dynamite Shrimp",7.5
"Cracker Barrel Old Country Store","Old Detroit",5.59
"Modoggies Bar & Grill","Salmon Piccata",11.95
"Old Capitol Brew Works","ToGo Fountain Drinks",2.95
"Improper Bostonian","Coq D'Or",9.59
"Firefly Club","Green Collar",11.93
"Chili's","Macaroni and Cheese Burger",13.95
"Met Lounge","Kilt Dropper Scotch Ale",7.45
"Dejavu Nightclub","Behemoth",12.89
"Boston Pizza","Create A Sampler Italiano",9.95
"Bennigan's","Double Brown Stout",11.11
"New York Dolls","Chicken Samosas",6.95
"Buffalo Wild Wings","Fish Tacos",14.95
"Old Country Buffet","Chicken Di Pana",16.5
"MJ's","Cherny Bock",6.96
"Sheffield Wine & Spirits Center","Pizza",5.95
"Jack's Place","Powder Hound Winter Ale",3.41
"Dolphin Inn","Quesadilla with Chicken",11.95
"Johnny Mac's Scoreboard","Beasts A'Burnin'",7.88
"Boston Market","Twisted Helles Summer Lager",12.74
"Tradesman Tavern Inc","Vietnamese Shrimp Summer Rolls",11.95
"Round-Up Saloon","North French",10.85
"On the Border Mexican Grill & Cantina","Polar Pale Ale",3.1
"Daddy's","Pizza",5.95
"Golden Corral","HopArt",10.63
"Shanahan's Lafayette","Bring Back the Beach Blonde Ale",7.06
"Henrietta Hudson","Little House Salad",4.95
"Qdoba Mexican Grill","Quesadilla",9.95
"California Pizza Kitchen","Fort Pitt Ale",5.22
"Met Lounge","Southern Fried Chicken Sliders",10.95
"Caledonia Lounge","Great Crescent IPA",3.84
"Rainforest Cafe","Roadside Sliders",9.95
"Modoggies Bar & Grill","Smores Layer Cake",6.95
"Niko's Lodge Bar & Grill","Fall Hornin'",9.86
"E Robert Brame","Lost Sailor IPA",4.54
"Xtc Cabaret","Stone's Throw IPA",1.68
"BJ's Restaurant & Brewery","Stuffed Chicken Marsala",11.95
"Sportsman","Boy King",1.1
"World Beer Direct","077XX",12.26
"The Cheesecake Factory","Parmesan-Garlic Cheese Bread",8.95
"Boston Market","Chocolate Chunkin Pumpkin Cheesecake",6.95
"Crazy Donkey Bar Grill","Chicken Margherita",11.95
"Lanigan's Irish Pub & Eatery","Create Your Own Pasta - Cucina Mia!",9.95
"Wibs","Wandering Pelican",5.73
"Crazy Donkey Bar Grill","Green Collar",11.93
"D & J Web Solutions","Tender Loving Empire NWPA",1.29
"Xtc Cabaret","East India Pale Ale",12.32
"Hoss's Steak and Sea House","Great Crescent IPA",3.84
"Kroc's","077XX",12.26
"Club 101","Caramel Hazelnut Macchiato",4.95
"County Line Pub","Star Runner",10.29
"New West","Barney Flats Oatmeal Stout",2.27
"Smokey Bones","Seasonal Sicilian Cheesecake",6.95
"Schileens Pub","Grilled Steak Tacos",15.95
"Robert","Harvest Ale",3.55
"Downtown Lounge","Bent Paddle Black Ale",8.22
"P. F. Chang's China Bistro","The Grand Army",4.09
"Chipotle Mexican Grill","Parmesan Zucchini Bites",6.95
"Firefly Club","Portabella, Avocado, and Zucchini Fries",6.95
"Modoggies Bar & Grill","Copperhead Amber",5.15
"Cracker Barrel Old Country Store","Blonde Czich",3.37
"Monopole Restaurant","Veggie Burger",12.95
"Jekyll & Hydes","Bikini Beer",5.47
"Wolfs Tavern","Shrimp and Chicken Gumbo",17.95
"Linda's","Kilt Dropper Scotch Ale",7.45
"Dick's Last Resort","Fort Pitt Ale",5.22
"Pizza Shoppe","Veggie Melt",12.95
"Famous Dave's","Chicken Madeira",18.5
"Shanahan's Lafayette","Five Cheese Ziti al Forno",11.95
"Union Street Station","North French",10.85
"Iron Post","Lavazza Espresso",3.95
"Jake's Old City Grill","Extra Breadsticks!",3.95
"Black Angus Steakhouse","Eggroll Sampler",11.95
"Saturn","Shrimp Scampi",11.95
"Ivar's Sports Bar & Grill","Devils Tramping Ground Tripel",2.96
"Waffle House","Chicken Marsala and Mushrooms",18.5
"Red Lobster","Cone Crusher",8.14
"Dolphin Inn","Chicken Salad Sandwich",12.5
"Rumors Lounge & Restaurant","Chicken Scampi",11.95
"Hilltop Tavern","Hop Stalker Fresh Hop IPA",6.61
"Sizzler","Chicken Margherita",11.95
